NOME,TIPO1,TIPO2,FRAQUEZAS_TIPO1,IMUNIDADES_TIPO1,VANTAGENS_TIPO1,FRAQUEZAS_TIPO2,IMUNIDADES_TIPO2,VANTAGENS_TIPO2,EFETIVIDADES,FRAQUEZAS,RESISTENCIAS,IMUNIDADES
Nidorina,Poison,,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Nidoqueen,Poison,Ground,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 0.25, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Water', 'Ice', 'Ground', 'Psychic']","['Fighting', 'Poison', 'Bug', 'Rock', 'Fairy']",['Electric']
Nidoran♂,Poison,,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Nidorino,Poison,,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Nidoking,Poison,Ground,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 0.25, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Water', 'Ice', 'Ground', 'Psychic']","['Fighting', 'Poison', 'Bug', 'Rock', 'Fairy']",['Electric']
Clefairy,Fairy,,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon']
Clefable,Fairy,,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon']
Vulpix,Fire,,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[]
Vulpix Alolan  Vulpix,Ice,,"['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Fighting', 'Rock', 'Steel']",['Ice'],[]
Ninetales,Fire,,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[]
Ninetales Alolan  Ninetales,Ice,Fairy,"['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 4.0, 'Fairy': 1.0}","['Fire', 'Poison', 'Rock', 'Steel']","['Ice', 'Bug', 'Dark']",['Dragon']
Jigglypuff,Normal,Fairy,['Fighting'],['Ghost'],,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Bug', 'Dark']","['Ghost', 'Dragon']"
Wigglytuff,Normal,Fairy,['Fighting'],['Ghost'],,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Bug', 'Dark']","['Ghost', 'Dragon']"
Zubat,Poison,Flying,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Electric', 'Ice', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",['Ground']
Golbat,Poison,Flying,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Electric', 'Ice', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",['Ground']
Oddish,Grass,Poison,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Ice', 'Flying', 'Psychic']","['Water', 'Electric', 'Grass', 'Fighting', 'Fairy']",[]
Gloom,Grass,Poison,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Ice', 'Flying', 'Psychic']","['Water', 'Electric', 'Grass', 'Fighting', 'Fairy']",[]
Vileplume,Grass,Poison,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Ice', 'Flying', 'Psychic']","['Water', 'Electric', 'Grass', 'Fighting', 'Fairy']",[]
Paras,Bug,Grass,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","{'Normal': 1.0, 'Fire': 4.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 0.25, 'Flying': 4.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground']",[]
Parasect,Bug,Grass,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","{'Normal': 1.0, 'Fire': 4.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 0.25, 'Flying': 4.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground']",[]
Venonat,Bug,Poison,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Flying', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Venomoth,Bug,Poison,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Flying', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Diglett,Ground,,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric']
Diglett Alolan  Diglett,Ground,Steel,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 0.5, 'Bug': 0.5, 'Rock': 0.25, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Water', 'Fighting', 'Ground']","['Normal', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","['Electric', 'Poison']"
Dugtrio,Ground,,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric']
Dugtrio Alolan  Dugtrio,Ground,Steel,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 0.5, 'Bug': 0.5, 'Rock': 0.25, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Water', 'Fighting', 'Ground']","['Normal', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","['Electric', 'Poison']"
Meowth,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Meowth Alolan  Meowth,Dark,,"['Fighting', 'Bug', 'Fairy']",['Psychic'],"['Ghost', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 0.5, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic']
Meowth Galarian  Meowth,Steel,,"['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",,,,"{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 0.5, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Fighting', 'Ground']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison']
Persian,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Persian Alolan  Persian,Dark,,"['Fighting', 'Bug', 'Fairy']",['Psychic'],"['Ghost', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 0.5, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic']
Psyduck,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Golduck,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Mankey,Fighting,,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[]
Primeape,Fighting,,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[]
Growlithe,Fire,,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[]
Growlithe Hisuian  Growlithe,Fire,Rock,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']","{'Normal': 0.5, 'Fire': 0.25, 'Water': 4.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 4.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Water', 'Fighting', 'Ground', 'Rock']","['Normal', 'Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Fairy']",[]
Arcanine,Fire,,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[]
Arcanine Hisuian  Arcanine,Fire,Rock,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']","{'Normal': 0.5, 'Fire': 0.25, 'Water': 4.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 4.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Water', 'Fighting', 'Ground', 'Rock']","['Normal', 'Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Fairy']",[]
Poliwag,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Poliwhirl,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
